ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _customize_changeset_uuid
123,simple,,Chuck Taylor All Star 70 Canvas Brights,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Women,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/160522c/SU18CHUCK70CHUCK70CRIMSON160522CLATERAL.jpg,,,,,,,,,0,
124,simple,,Chuck Taylor All Star 70 Canvas Brights,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1600000,Women,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/160521c/SU18CHUCK70CHUCK70LTZITRON160521CLATERAL.jpg,,,,,,,,,0,
125,simple,,Chuck Taylor All Star High Street Heather + Textile,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1100000,Kids,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/660721c/660721.jpg,,,,,,,,,0,
126,simple,,Chuck Taylor All Star Simple Step Gaming Camo,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,850,Kids,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/756117c/756117standard.jpg,,,,,,,,,0,
127,simple,,Chuck Taylor All Star Creatures Boston x London Transport,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,800,Kids,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/758190v/758190standard.jpg,,,,,,,,,0,
128,simple,,Chuck Taylor All Star Creatures Boston x London Transport,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,800,Kids,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/758189v/758189standard.jpg,,,,,,,,,0,
129,simple,,Chuck Taylor All Star Simple Step Boston x London Transport,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,900,Kids,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/758184c/758184standard.jpg,,,,,,,,,0,
130,simple,,Chuck Taylor All Star Simple Step Summer Fundamentals,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,750,Kids,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/756118c/756118standard.jpg,,,,,,,,,0,
131,simple,,Chuck Taylor All Star Simple Step Watermelon,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,900,Kids,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/756116c/756116C-4-thumb.jpg,,,,,,,,,0,
132,simple,,Chuck Taylor All Star Simple Step Summer Fundamentals,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,750,Kids,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/756110c/756110.jpg,,,,,,,,,0,
133,simple,,Chuck Taylor All Star Rubber,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,910,Kids,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/651795c/651795C-thumb.jpg,,,,,,,,,0,
134,simple,,Chuck Taylor All Star Rubber,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,910,Kids,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/651794c/651794C-thumb.jpg,,,,,,,,,0,
135,simple,,Chuck Taylor All Star Shoreline Express Yourself Denim,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,595,Kids,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/651704c/651704C-1600x1024-thumb.png,,,,,,,,,0,
136,simple,,Chuck Taylor All Star Express Yourself Denim,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,595,Kids,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/651698v/651698V-1600x1024-thumb.png,,,,,,,,,0,
137,simple,,Chuck Taylor All Star Blocked Nubuck,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1900000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/159531c/159531.jpg,,,,,,,,,0,
138,simple,,Chuck Taylor All Star Blocked Nubuck,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,2100000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/159526c/159526.jpg,,,,,,,,,0,
139,simple,,Chuck Taylor All Star 70 Heritage Court,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/160496c/SU18CHUCK70HERITAGEWOLFGREY160496CLATERAL.jpg,,,,,,,,,0,
140,simple,,Chuck Taylor All Star 70 Heritage Court,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/160494c/SU18CHUCK70HERITAGEDESERTGOLD160494CLATERAL.jpg,,,,,,,,,0,
141,simple,,Chuck Taylor All Star Tri Block Midsole,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1400000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/159549c/159549.jpg,,,,,,,,,0,
142,simple,,Chuck Taylor All Star Tri Block Midsole,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1300000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/159550c/159550.jpg,,,,,,,,,0,
143,simple,,Chuck Taylor All Star Tri Block Midsole,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1200000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/159551c/159551.jpg,,,,,,,,,0,
144,simple,,Chuck Taylor All Star 70 Block Pastel Leather,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1800000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/159659c/159659-1.jpg,,,,,,,,,0,
145,simple,,Chuck Taylor All Star Nubuck,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1700000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/159751c/159751.jpg,,,,,,,,,0,
146,simple,,Chuck Taylor All Star Nubuck,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1900000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/159748c/159748.jpg,,,,,,,,,0,
147,simple,,One Star Converse Pinstripe,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1700000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/cons/159722v/159722Cstandard.jpg,,,,,,,,,0,
148,simple,,One Star Converse Pinstripe,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1700000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/cons/159721v/159721Cstandard.jpg,,,,,,,,,0,
149,simple,,Converse x Miley Cyrus Chuck Taylor All Star Platform Bandana High Top,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,2000000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/562240c/SU18MILEYCYRUSCTASPLATFORMHI562241CWHITE1HR.jpg,,,,,,,,,0,
150,simple,,Converse x Miley Cyrus Chuck Taylor All Star Platform Glitter High Top,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,2000000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/562241c/SU18MILEYCYRUSCTASPLATFORMHI562241CBLACK1HR.jpg,,,,,,,,,0,
151,simple,,Converse x Miley Cyrus Chuck Taylor All Star Lift Glitter Low Top,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1800000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/562237c/SU18MILEYCYRUSCTASLIFTOX562237CPINK1HR.jpg,,,,,,,,,0,
152,simple,,Converse x Miley Cyrus Chuck Taylor All Star Lift Bandana Low Top,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1800000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/562236c/SU18MILEYCYRUSCTASLIFTOX562236CWHITE1HR.jpg,,,,,,,,,0,
153,simple,,Converse x Miley Cyrus Chuck Taylor All Star Bandana Low Top White,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/162235c/SU18MILEYCYRUSCTASCLASSICOX162235CWHITE1HR.jpg,,,,,,,,,0,
154,simple,,Converse x Miley Cyrus Chuck Taylor All Star Bandana High Top Black,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/162234c/SU18MILEYCYRUSCTASCLASSICHI162234CBLACK1HR.jpg,,,,,,,,,0,
155,simple,,Converse x Miley Cyrus Chuck Taylor All Star Glitter Low Top White,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/162235c/SU18MILEYCYRUSCTAS-CLASSICOX162238CWHITE1HR.jpg,,,,,,,,,0,
156,simple,,Converse x Miley Cyrus Chuck Taylor All Star Glitter High Top White,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/162239c/SU18MILEYCYRUSCTASCLASSICHI162239CWHITE1HR.jpg,,,,,,,,,0,
157,simple,,Chuck Taylor All Star Blocked Nubuck,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1900000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/159528c/159528.jpg,,,,,,,,,0,
158,simple,,Chuck Taylor All Star 70 Canvas Brights,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/160523c/SU18CHUCK70CHUCK70AQUA160523CLATERAL.jpg,,,,,,,,,0,
159,simple,,Chuck Taylor All Star 70 Canvas Brights,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/160522c/SU18CHUCK70CHUCK70CRIMSON160522CLATERAL.jpg,,,,,,,,,0,
160,simple,,Chuck Taylor All Star 70 Canvas Brights,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1600000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/160521c/SU18CHUCK70CHUCK70LTZITRON160521CLATERAL.jpg,,,,,,,,,0,
161,simple,,Chuck Taylor All Star High Street Heather + Textile,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1100000,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/660721c/660721.jpg,,,,,,,,,0,
162,simple,,Chuck Taylor All Star Simple Step Gaming Camo,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,850,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/756117c/756117standard.jpg,,,,,,,,,0,
163,simple,,Chuck Taylor All Star Creatures Boston x London Transport,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,800,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/758190v/758190standard.jpg,,,,,,,,,0,
164,simple,,Chuck Taylor All Star Creatures Boston x London Transport,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,800,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/758189v/758189standard.jpg,,,,,,,,,0,
165,simple,,Chuck Taylor All Star Simple Step Boston x London Transport,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,900,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/758184c/758184standard.jpg,,,,,,,,,0,
166,simple,,Chuck Taylor All Star Simple Step Summer Fundamentals,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,750,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/756118c/756118standard.jpg,,,,,,,,,0,
167,simple,,Chuck Taylor All Star Simple Step Watermelon,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,900,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/756116c/756116C-4-thumb.jpg,,,,,,,,,0,
168,simple,,Chuck Taylor All Star Simple Step Summer Fundamentals,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,750,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/756110c/756110.jpg,,,,,,,,,0,
169,simple,,Chuck Taylor All Star Rubber,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,910,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/651795c/651795C-thumb.jpg,,,,,,,,,0,
170,simple,,Chuck Taylor All Star Rubber,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,910,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/651794c/651794C-thumb.jpg,,,,,,,,,0,
171,simple,,Chuck Taylor All Star Shoreline Express Yourself Denim,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,595,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/651704c/651704C-1600x1024-thumb.png,,,,,,,,,0,
172,simple,,Chuck Taylor All Star Express Yourself Denim,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,595,Men,,,http://www.converse.com.vn/pictures/catalog/products/sneakers/chuck-taylor-all-star/651698v/651698V-1600x1024-thumb.png,,,,,,,,,0,
173,simple,,Chuck Taylor One Star Pinstripe,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1700000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/159721-DRAKE-CONVERSE-300x300.jpg,,,,,,,,,0,
174,simple,,Chuck Taylor One Star Pinstripe,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1700000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/159722-DRAKE-CONVERSE-300x300.jpg,,,,,,,,,0,
175,simple,,Chuck Taylor One Star Piping Pack,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1800000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/159694/159694-Drake-Converse-300x300.jpg,,,,,,,,,0,
176,simple,,Chuck Taylor One Star Nubuck Utility Camo,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,2100000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/159581-DRAKE-CONVERSE-300x300.jpg,,,,,,,,,0,
177,simple,,Chuck Taylor One Star Nubuck Utility Camo,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,2100000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/159782-DRAKE-CONVERSE-300x300.jpg,,,,,,,,,0,
178,simple,,Chuck Taylor One Star Suede Molded Star,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1700000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/159733-DRAKE-CONVERSE-300x300.jpg,,,,,,,,,0,
179,simple,,Chuck Taylor One Star Suede,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Women,,,https://drake.vn/image/cache/catalog/Converse/GIÀY/158481V/158481V-300x300.jpg,,,,,,,,,0,
180,simple,,Chuck Taylor One Star Suede,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Women,,,https://drake.vn/image/cache/catalog/Converse/GIÀY/158480V/158480V-300x300.jpg,,,,,,,,,0,
181,simple,,Cons Break Point Pro Canvas,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1300000,Women,,,https://drake.vn/image/cache/catalog/Converse/GIÀY/157909C/157909C-300x300.jpg,,,,,,,,,0,
182,simple,,Chuck Taylor One Star PL 76 Foundational Leather,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/157808/157808-300x300.jpg,,,,,,,,,0,
183,simple,,Chuck Taylor One Star PL 76 Foundational Leather,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/157807/157807-300x300.jpg,,,,,,,,,0,
184,simple,,Chuck Taylor One Star Perforated Leather,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1800000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/158464/158464-300x300.jpg,,,,,,,,,0,
185,simple,,Chuck Taylor One Star Perforated Leather,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1800000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/158463c/158463_11-300x300.jpg,,,,,,,,,0,
186,simple,,Chuck Taylor One Star Perforated Leather,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1800000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/158465/158465C-300x300.jpg,,,,,,,,,0,
187,simple,,Chuck Taylor One Star Shield Canvas,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1600000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/153704-W-300x300.jpg,,,,,,,,,0,
188,simple,,Chuck Taylor One Star Pro OG Update,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/157873c/157873-300x300.jpg,,,,,,,,,0,
189,simple,,Chuck Taylor One Star Pro OG Update,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/157872c/157872-300x300.jpg,,,,,,,,,0,
190,simple,,Chuck Taylor One Star Player LP,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1200000,Women,,,https://drake.vn/image/cache/catalog/Converse/Cons/151328-300x300.jpg,,,,,,,,,0,
191,simple,,Converse Kids' Chuck Taylor All Star,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,600000,Kids,,,https://drake.vn/image/cache/catalog/Converse/Kid/326706-300x300.jpg,,,,,,,,,0,
192,simple,,Converse Kids' Chuck Taylor All Star,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,600000,Kids,,,https://drake.vn/image/cache/catalog/Converse/Kid/326708-300x300.jpg,,,,,,,,,0,
193,simple,,Converse Kids' Chuck Taylor All Star,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,600000,Kids,,,https://drake.vn/image/cache/catalog/Converse/Kid/327444-300x300.jpg,,,,,,,,,0,
194,simple,,Converse Kids' Chuck Taylor All Star,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,600000,Kids,,,https://drake.vn/image/cache/catalog/Converse/Kid/327443-300x300.jpg,,,,,,,,,0,
195,simple,,Converse Kids' Chuck Taylor All Star,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,650000,Kids,,,https://drake.vn/image/cache/catalog/Converse/Kid/327470-300x300.jpg,,,,,,,,,0,
196,simple,,Converse Kids' Chuck Taylor All Star,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,650000,Kids,,,https://drake.vn/image/cache/catalog/Converse/Kid/327468-300x300.jpg,,,,,,,,,0,
197,simple,,Converse Kids' Chuck Taylor All Star,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,650000,Kids,,,https://drake.vn/image/cache/catalog/Converse/Kid/327469-300x300.jpg,,,,,,,,,0,
198,simple,,Converse Kids' Chuck Taylor All Star,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,650000,Kids,,,https://drake.vn/image/cache/catalog/Converse/Kid/327467-300x300.jpg,,,,,,,,,0,
199,simple,,Chuck Taylor All Star 70 Heritage Court,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,1500000,Men,,,https://drake.vn/image/cache/catalog/Converse/1970s/160496-DRAKE-CONVERSE-300x300.jpg,,,,,,,,,0,
200,simple,,Chuck Taylor All Star 1970s Wordmark Wool High Top,1,0,visible,,,,,taxable,,1,,0,0,,,,,1,,,2300000,Men,,,https://drake.vn/image/cache/catalog/Converse/1970s/159677/159677--DRAKE-CONVERSE-300x300.jpg,,,,,,,,,0,
